LEAID,district_name,total_students,num_chronically_absent_students,chronic_absentee_ratio,STATE_NAME,Am_Indian_Female,Am_Indian_Male,Am_Indian_Total,Asian_Female,Asian_Male,Asian_Total,Black_Female,Black_Male,Black_Total,Sec504_Female,Sec504_Male,Sec504_Total,Econ_Disadv_Female,Econ_Disadv_Male,Econ_Disadv_Total,Hispanic_Female,Hispanic_Male,Hispanic_Total,Homeless_Female,Homeless_Male,Homeless_Total,Eng_Learner_Female,Eng_Learner_Male,Eng_Learner_Total,Multiracial_Female,Multiracial_Male,Multiracial_Total,PI7_F,PI7_M,PI7_T,Disabilities_Female,Disabilities_Male,Disabilities_Total,White_Female,White_Male,White_Total,student_poverty_ratio,total_federal_revenue,total_state_revenue,total_local_revenue,total_expenditures,total_salaries,total_employee_benefits
2700013,WATERVILLE-ELYSIAN-MORRISTOWN,755,150,0.19899999999999998,MN,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,2.0,2.0,4.0,53.0,42.0,95.0,5.0,10.0,15.0,0.0,2.0,2.0,0.0,1.0,1.0,5.0,5.0,10.0,0.0,0.0,0.0,15.0,15.0,30.0,66.0,55.0,121.0,0.058823529411764705,1167000,7318000,4112000,14263000,3951000,2467000
2700017,CHISAGO LAKES SCHOOL DISTRICT,3342,750,0.22399999999999998,MN,4.0,2.0,6.0,3.0,4.0,7.0,3.0,3.0,6.0,25.0,19.0,44.0,168.0,156.0,324.0,19.0,18.0,37.0,2.0,6.0,8.0,1.0,5.0,6.0,23.0,21.0,44.0,0.0,0.0,0.0,57.0,91.0,148.0,329.0,321.0,650.0,0.046757943683802636,3663000,33126000,15412000,53801000,18345000,8271000
2700019,MINNEWASKA SCHOOL DISTRICT,1303,294,0.226,MN,1.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,5.0,3.0,4.0,7.0,95.0,76.0,171.0,5.0,11.0,16.0,1.0,1.0,2.0,0.0,2.0,2.0,10.0,6.0,16.0,0.0,0.0,0.0,50.0,58.0,108.0,135.0,117.0,252.0,0.09440993788819876,2353000,16426000,5568000,23863000,9911000,3442000
2700022,WADENA-DEER CREEK SCHOOL DISTRICT,1059,191,0.18,MN,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,2.0,4.0,80.0,75.0,155.0,16.0,7.0,23.0,3.0,7.0,10.0,3.0,2.0,5.0,8.0,13.0,21.0,0.0,0.0,0.0,25.0,51.0,76.0,72.0,72.0,144.0,0.1651376146788991,2681000,11901000,3212000,18021000,6493000,2718000
2700023,Buffalo Lake-Hector-Stewart,455,82,0.18,MN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,6.0,32.0,32.0,64.0,13.0,18.0,31.0,3.0,0.0,3.0,3.0,10.0,13.0,2.0,3.0,5.0,0.0,0.0,0.0,6.0,12.0,18.0,26.0,20.0,46.0,0.12100840336134454,794000,5104000,1799000,8211000,2507000,975000
2700024,WARREN-ALVARADO-OSLO SCHOOL DIST.,542,110,0.203,MN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,36.0,68.0,18.0,21.0,39.0,0.0,0.0,0.0,3.0,3.0,6.0,2.0,1.0,3.0,0.0,0.0,0.0,6.0,13.0,19.0,32.0,36.0,68.0,0.08669656203288491,707000,6392000,1858000,8973000,2986000,1533000
2700088,LAKEVIEW SCHOOL DISTRICT,699,90,0.129,MN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,25.0,31.0,56.0,6.0,8.0,14.0,0.0,1.0,1.0,1.0,4.0,5.0,3.0,5.0,8.0,0.0,0.0,0.0,7.0,14.0,21.0,33.0,35.0,68.0,0.04397705544933078,1144000,7357000,2235000,14824000,3845000,1289000
2700089,NRHEG SCHOOL DISTRICT,809,167,0.20600000000000002,MN,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,18.0,53.0,66.0,119.0,8.0,8.0,16.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,12.0,25.0,37.0,65.0,81.0,146.0,0.08428246013667426,1573000,8390000,2389000,12130000,4363000,1946000
2700090,Murray County Central Schools,708,61,0.086,MN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,25.0,21.0,46.0,4.0,3.0,7.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,7.0,12.0,19.0,27.0,24.0,51.0,0.11244979919678715,1172000,7747000,2215000,11406000,3924000,2239000
2706090,BRAINERD PUBLIC SCHOOL DISTRICT,5973,1501,0.251,MN,24.0,23.0,47.0,1.0,1.0,2.0,7.0,11.0,18.0,34.0,19.0,53.0,488.0,471.0,959.0,24.0,29.0,53.0,12.0,20.0,32.0,3.0,8.0,11.0,54.0,58.0,112.0,0.0,0.0,0.0,166.0,286.0,452.0,642.0,630.0,1272.0,0.11244979919678715,14084000,70906000,34781000,150938000,39550000,21662000
2710090,DAWSON-BOYD PUBLIC SCHOOL DISTRICT,542,131,0.242,MN,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,4.0,7.0,38.0,51.0,89.0,17.0,14.0,31.0,0.0,0.0,0.0,7.0,4.0,11.0,2.0,5.0,7.0,0.0,0.0,0.0,17.0,22.0,39.0,40.0,50.0,90.0,0.11244979919678715,1020000,7231000,2646000,20616000,3409000,1540000
2718090,Lewiston-Altura Public School Dist,597,72,0.121,MN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,25.0,24.0,49.0,7.0,8.0,15.0,0.0,1.0,1.0,2.0,3.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,5.0,8.0,13.0,25.0,28.0,53.0,0.11244979919678715,1355000,7451000,1851000,10851000,3907000,1503000
2730090,PROCTOR PUBLIC SCHOOL DISTRICT,1867,479,0.257,MN,2.0,3.0,5.0,0.0,0.0,0.0,0.0,3.0,3.0,20.0,14.0,34.0,154.0,140.0,294.0,6.0,2.0,8.0,5.0,5.0,10.0,2.0,1.0,3.0,22.0,26.0,48.0,1.0,0.0,1.0,45.0,87.0,132.0,221.0,205.0,426.0,0.11244979919678715,3117000,19065000,8228000,29392000,10798000,5660000
2700091,MACCRAY School District,723,119,0.165,MN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,3.0,46.0,46.0,92.0,19.0,21.0,40.0,4.0,4.0,8.0,5.0,9.0,14.0,5.0,0.0,5.0,3.0,3.0,6.0,15.0,25.0,40.0,31.0,36.0,67.0,0.13302752293577982,1180000,9399000,4163000,40069000,4485000,1686000
2700099,YELLOW MEDICINE EAST,596,152,0.255,MN,17.0,25.0,42.0,1.0,1.0,2.0,2.0,3.0,5.0,1.0,0.0,1.0,52.0,66.0,118.0,8.0,22.0,30.0,5.0,5.0,10.0,3.0,10.0,13.0,10.0,3.0,13.0,0.0,0.0,0.0,15.0,33.0,48.0,28.0,32.0,60.0,0.09545875810936053,1811000,7973000,2932000,14335000,3175000,1191000
2700100,FILLMORE CENTRAL,587,92,0.157,MN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,11.0,22.0,23.0,45.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,9.0,0.0,0.0,0.0,9.0,11.0,20.0,45.0,37.0,82.0,0.1611842105263158,1991000,6189000,2489000,9940000,3557000,1204000
2708100,CENTENNIAL PUBLIC SCHOOL DISTRICT,6636,1247,0.188,MN,3.0,14.0,17.0,46.0,46.0,92.0,52.0,65.0,117.0,32.0,23.0,55.0,302.0,298.0,600.0,75.0,62.0,137.0,13.0,14.0,27.0,50.0,62.0,112.0,52.0,49.0,101.0,4.0,0.0,4.0,140.0,228.0,368.0,380.0,399.0,779.0,0.1611842105263158,7782000,70658000,33987000,100969000,35307000,19381000
2717100,KENYON-WANAMINGO SCHOOL DISTRICT,644,126,0.196,MN,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,1.0,1.0,2.0,32.0,46.0,78.0,9.0,8.0,17.0,0.0,2.0,2.0,1.0,5.0,6.0,3.0,5.0,8.0,0.0,0.0,0.0,15.0,18.0,33.0,37.0,59.0,96.0,0.1611842105263158,1251000,7300000,3665000,12283000,3670000,1724000
2700101,NORMAN COUNTY EAST SCHOOL DISTRICT,192,45,0.23399999999999999,MN,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,20.0,35.0,4.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,8.0,0.0,0.0,0.0,4.0,7.0,11.0,13.0,13.0,26.0,0.15254237288135594,629000,2694000,978000,4633000,1369000,698000
2700102,SIBLEY EAST SCHOOL DISTRICT,1065,296,0.278,MN,0.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,6.0,5.0,5.0,10.0,97.0,127.0,224.0,68.0,90.0,158.0,16.0,20.0,36.0,33.0,43.0,76.0,5.0,7.0,12.0,0.0,0.0,0.0,18.0,47.0,65.0,50.0,69.0,119.0,0.0797872340425532,2119000,11517000,4181000,16475000,5554000,3131000
2700103,CLEARBROOK-GONVICK SCHOOL DISTRICT,466,148,0.318,MN,22.0,25.0,47.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,3.0,53.0,59.0,112.0,2.0,2.0,4.0,4.0,6.0,10.0,0.0,0.0,0.0,4.0,4.0,8.0,0.0,0.0,0.0,8.0,26.0,34.0,46.0,41.0,87.0,0.20748299319727892,1334000,5488000,2140000,8378000,2599000,959000
2700104,WEST CENTRAL AREA,772,153,0.198,MN,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,5.0,6.0,11.0,46.0,57.0,103.0,6.0,8.0,14.0,0.0,1.0,1.0,1.0,1.0,2.0,6.0,4.0,10.0,0.0,0.0,0.0,14.0,38.0,52.0,60.0,65.0,125.0,0.09051254089422028,1386000,8023000,2745000,12623000,4504000,1740000
2700105,BELGRADE-BROOTEN-ELROSA SCHOOL DIST,621,68,0.11,MN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,22.0,59.0,19.0,12.0,31.0,1.0,0.0,1.0,17.0,9.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,10.0,19.0,18.0,37.0,0.0824607329842932,1159000,7191000,3783000,18472000,3437000,1597000
2700106,A.C.G.C. Public School District,831,155,0.187,MN,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,56.0,62.0,118.0,18.0,9.0,27.0,0.0,0.0,0.0,5.0,2.0,7.0,3.0,3.0,6.0,0.0,0.0,0.0,19.0,34.0,53.0,55.0,66.0,121.0,0.0832443970117396,2680000,9840000,3555000,15727000,5288000,1704000
2700107,Greenbush Middle River Schools,215,18,0.084,MN,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,5.0,7.0,9.0,16.0,0.09571788413098237,652000,3487000,1048000,5220000,1693000,544000
2700108,PIPESTONE AREA SCHOOL DISTRICT,1085,242,0.223,MN,2.0,3.0,5.0,0.0,0.0,0.0,7.0,12.0,19.0,5.0,6.0,11.0,76.0,64.0,140.0,31.0,31.0,62.0,3.0,1.0,4.0,14.0,17.0,31.0,12.0,6.0,18.0,0.0,0.0,0.0,13.0,34.0,47.0,67.0,71.0,138.0,0.1222921034241789,2748000,12570000,4071000,22445000,6148000,2162000
2700109,Long Prairie-Grey Eagle School Dist,962,378,0.39299999999999996,MN,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,4.0,11.0,148.0,150.0,298.0,109.0,122.0,231.0,8.0,10.0,18.0,64.0,77.0,141.0,3.0,5.0,8.0,5.0,2.0,7.0,23.0,53.0,76.0,71.0,59.0,130.0,0.09338993329290479,3252000,10309000,2642000,16193000,5985000,2423000
2700110,CEDAR MOUNTAIN SCHOOL DISTRICT,424,50,0.11800000000000001,MN,7.0,5.0,12.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,1.0,22.0,17.0,39.0,4.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,7.0,13.0,20.0,12.0,13.0,25.0,0.13002364066193853,1090000,5432000,1897000,7894000,2352000,960000
2707110,Browns Valley Public School Dist,161,41,0.255,MN,13.0,16.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,21.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,7.0,6.0,13.0,2.0,6.0,8.0,0.13002364066193853,583000,2201000,348000,3653000,961000,402000
2713110,COOK COUNTY PUBLIC SCHOOLS,418,99,0.237,MN,19.0,13.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,41.0,30.0,71.0,6.0,1.0,7.0,1.0,1.0,2.0,3.0,0.0,3.0,8.0,8.0,16.0,0.0,0.0,0.0,17.0,22.0,39.0,24.0,20.0,44.0,0.13002364066193853,1188000,5331000,2806000,9240000,3653000,1480000
2728110,PARKERS PRAIRIE PUBLIC SCHOOL DIST.,525,71,0.135,MN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,24.0,20.0,44.0,6.0,5.0,11.0,2.0,3.0,5.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,12.0,15.0,27.0,32.0,26.0,58.0,0.13002364066193853,905000,5915000,1798000,9145000,3291000,1225000
2700123,HOWARD LAKE-WAVERLY-WINSTED,1284,206,0.16,MN,2.0,0.0,2.0,1.0,0.0,1.0,2.0,5.0,7.0,0.0,0.0,0.0,53.0,65.0,118.0,11.0,19.0,30.0,1.0,5.0,6.0,2.0,6.0,8.0,4.0,3.0,7.0,0.0,0.0,0.0,25.0,32.0,57.0,81.0,81.0,162.0,0.04910988336402701,2062000,12885000,6298000,20768000,6744000,2644000
2700124,FAIRMONT AREA SCHOOL DISTRICT,1723,353,0.205,MN,1.0,2.0,3.0,2.0,2.0,4.0,2.0,4.0,6.0,2.0,3.0,5.0,146.0,138.0,284.0,59.0,58.0,117.0,21.0,28.0,49.0,23.0,32.0,55.0,0.0,4.0,4.0,3.0,1.0,4.0,30.0,43.0,73.0,118.0,97.0,215.0,0.1608863198458574,3943000,19365000,6139000,35377000,10159000,4263000
2700125,Lac qui Parle Valley Schools,769,233,0.303,MN,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,5.0,1.0,6.0,75.0,97.0,172.0,15.0,22.0,37.0,4.0,10.0,14.0,31.0,43.0,74.0,2.0,7.0,9.0,24.0,36.0,60.0,14.0,33.0,47.0,72.0,51.0,123.0,0.15995975855130784,1518000,10612000,4020000,19875000,5539000,1882000
2700127,STEPHEN-ARGYLE CENTRAL SCHOOLS,284,32,0.113,MN,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,13.0,9.0,22.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,8.0,17.0,11.0,28.0,0.06397306397306397,1132000,3961000,1452000,6338000,1888000,815000
2700128,GLENCOE-SILVER LAKE SCHOOL DISTRICT,1410,233,0.165,MN,3.0,1.0,4.0,1.0,0.0,1.0,2.0,4.0,6.0,11.0,4.0,15.0,92.0,65.0,157.0,65.0,45.0,110.0,3.0,1.0,4.0,15.0,15.0,30.0,3.0,1.0,4.0,0.0,0.0,0.0,28.0,30.0,58.0,63.0,45.0,108.0,0.08117036337895234,3569000,15195000,5708000,24004000,9202000,3323000
2700130,Blue Earth Area School District,1043,138,0.132,MN,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,5.0,1.0,6.0,47.0,63.0,110.0,10.0,20.0,30.0,3.0,4.0,7.0,4.0,5.0,9.0,4.0,6.0,10.0,0.0,1.0,1.0,7.0,25.0,32.0,47.0,46.0,93.0,0.10737179487179487,2436000,11164000,3993000,15547000,5124000,2365000
2711130,East Grand Forks Public Schools,1851,376,0.203,MN,5.0,9.0,14.0,0.0,0.0,0.0,24.0,30.0,54.0,2.0,4.0,6.0,115.0,143.0,258.0,43.0,41.0,84.0,16.0,10.0,26.0,19.0,16.0,35.0,8.0,14.0,22.0,0.0,0.0,0.0,49.0,76.0,125.0,93.0,109.0,202.0,0.10737179487179487,2788000,20704000,4724000,32308000,10404000,4743000
2700132,RED ROCK CENTRAL SCHOOL DISTRICT,364,45,0.124,MN,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,15.0,16.0,31.0,2.0,1.0,3.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,6.0,5.0,11.0,18.0,20.0,38.0,0.12914485165794065,996000,4242000,1056000,8889000,2722000,1086000
2700148,GLENVILLE-EMMONS SCHOOL DISTRICT,208,6,0.028999999999999998,MN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,1.0,4.0,0.059154929577464786,375000,2736000,1154000,4414000,1535000,681000
2700150,CLINTON-GRACEVILLE-BEARDSLEY,304,42,0.138,MN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,9.0,24.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,6.0,8.0,24.0,15.0,39.0,0.08163265306122448,648000,4009000,1067000,6542000,1878000,615000
2703150,ANNANDALE PUBLIC SCHOOL DISTRICT,2008,321,0.16,MN,0.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,2.0,8.0,12.0,20.0,67.0,78.0,145.0,8.0,8.0,16.0,1.0,1.0,2.0,3.0,3.0,6.0,5.0,17.0,22.0,0.0,0.0,0.0,32.0,48.0,80.0,134.0,144.0,278.0,0.08163265306122448,2129000,20031000,8137000,29047000,10711000,5299000
2706150,BRECKENRIDGE PUBLIC SCHOOL DISTRICT,613,163,0.266,MN,4.0,4.0,8.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,63.0,53.0,116.0,18.0,13.0,31.0,4.0,3.0,7.0,4.0,7.0,11.0,6.0,6.0,12.0,0.0,0.0,0.0,16.0,23.0,39.0,60.0,49.0,109.0,0.08163265306122448,1096000,7200000,1885000,10169000,3647000,1465000
2730150,RANDOLPH PUBLIC SCHOOL DISTRICT,832,117,0.141,MN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,5.0,23.0,21.0,44.0,8.0,2.0,10.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,5.0,14.0,19.0,45.0,59.0,104.0,0.08163265306122448,1062000,7163000,2442000,11350000,3464000,1678000
2700162,LAKE PARK AUDUBON SCHOOL DISTRICT,722,146,0.20199999999999999,MN,4.0,4.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,44.0,41.0,85.0,6.0,5.0,11.0,8.0,4.0,12.0,0.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,0.0,12.0,24.0,36.0,60.0,60.0,120.0,0.07538802660753881,2044000,6889000,3534000,12725000,3685000,1421000
2700163,Renville County West Schools,541,126,0.233,MN,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,5.0,54.0,51.0,105.0,37.0,33.0,70.0,0.0,0.0,0.0,22.0,15.0,37.0,1.0,1.0,2.0,0.0,0.0,0.0,11.0,16.0,27.0,26.0,25.0,51.0,0.11372549019607843,1233000,6329000,2399000,9251000,3406000,1242000
2700182,REDWOOD AREA SCHOOL DISTRICT,1067,321,0.301,MN,77.0,66.0,143.0,1.0,0.0,1.0,2.0,1.0,3.0,0.0,1.0,1.0,108.0,106.0,214.0,12.0,14.0,26.0,3.0,2.0,5.0,1.0,1.0,2.0,2.0,8.0,10.0,0.0,0.0,0.0,37.0,58.0,95.0,62.0,76.0,138.0,0.1382751247327156,2652000,11895000,3542000,18530000,6496000,2481000
2700183,WESTBROOK-WALNUT GROVE SCHOOLS,442,79,0.179,MN,0.0,0.0,0.0,8.0,8.0,16.0,0.0,0.0,0.0,2.0,0.0,2.0,29.0,34.0,63.0,1.0,8.0,9.0,0.0,0.0,0.0,6.0,11.0,17.0,0.0,1.0,1.0,0.0,0.0,0.0,9.0,13.0,22.0,30.0,23.0,53.0,0.19140625,1175000,5361000,1625000,8070000,2992000,1024000
2700231,JACKSON COUNTY CENTRAL SCHOOL DIST.,1054,142,0.135,MN,1.0,1.0,2.0,0.0,1.0,1.0,5.0,5.0,10.0,0.0,1.0,1.0,57.0,51.0,108.0,11.0,10.0,21.0,1.0,1.0,2.0,6.0,4.0,10.0,4.0,6.0,10.0,0.0,0.0,0.0,20.0,27.0,47.0,50.0,48.0,98.0,0.09367296631059983,2385000,12360000,5252000,36727000,6683000,2551000
2700287,PLAINVIEW-ELGIN-MILLVILLE,1482,332,0.22399999999999998,MN,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,2.0,6.0,96.0,101.0,197.0,37.0,44.0,81.0,0.0,0.0,0.0,17.0,11.0,28.0,3.0,8.0,11.0,0.0,0.0,0.0,36.0,38.0,74.0,126.0,111.0,237.0,0.0684660961158657,1756000,14548000,3907000,21894000,7116000,2816000
2700294,RTR PUBLIC SCHOOLS,614,75,0.122,MN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,21.0,29.0,50.0,3.0,5.0,8.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,3.0,5.0,0.0,0.0,0.0,3.0,13.0,16.0,33.0,35.0,68.0,0.07350689127105667,1172000,7494000,3106000,19866000,2837000,1185000
2700326,TRACY AREA PUBLIC SCHOOL DISTRICT,637,117,0.184,MN,0.0,2.0,2.0,9.0,8.0,17.0,3.0,3.0,6.0,0.0,1.0,1.0,43.0,44.0,87.0,7.0,5.0,12.0,0.0,0.0,0.0,5.0,6.0,11.0,3.0,2.0,5.0,0.0,0.0,0.0,4.0,20.0,24.0,33.0,42.0,75.0,0.10452586206896551,1624000,7326000,2264000,10848000,3973000,1406000
2700328,ORTONVILLE PUBLIC SCHOOLS,468,107,0.22899999999999998,MN,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,40.0,74.0,2.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,11.0,0.0,0.0,0.0,9.0,24.0,33.0,40.0,46.0,86.0,0.166044776119403,1168000,6045000,1657000,10864000,3085000,1135000
2700379,TRI-CITY UNITED SCHOOL DISTRICT,1905,357,0.187,MN,2.0,2.0,4.0,0.0,4.0,4.0,3.0,6.0,9.0,7.0,10.0,17.0,121.0,112.0,233.0,67.0,64.0,131.0,8.0,5.0,13.0,25.0,29.0,54.0,5.0,8.0,13.0,0.0,0.0,0.0,34.0,57.0,91.0,99.0,97.0,196.0,0.06194331983805668,3426000,19999000,7675000,28612000,9894000,4614000
2700382,BRANDON-EVANSVILLE PUBLIC SCHOOLS,508,62,0.122,MN,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,17.0,18.0,35.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,13.0,15.0,24.0,29.0,53.0,0.07511737089201878,1130000,5214000,1753000,13215000,2912000,1162000
2700383,MORRIS AREA PUBLIC SCHOOLS,1072,169,0.158,MN,4.0,1.0,5.0,0.0,0.0,0.0,2.0,6.0,8.0,2.0,0.0,2.0,58.0,46.0,104.0,24.0,22.0,46.0,3.0,1.0,4.0,12.0,15.0,27.0,2.0,4.0,6.0,0.0,0.0,0.0,24.0,25.0,49.0,58.0,46.0,104.0,0.07053941908713693,1322000,11779000,5957000,17279000,6065000,1913000
2700385,RED LAKE COUNTY CENTRAL PUBLIC SCH,349,99,0.284,MN,8.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,28.0,31.0,59.0,1.0,5.0,6.0,1.0,2.0,3.0,1.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,9.0,13.0,22.0,40.0,41.0,81.0,0.08174386920980926,718000,4627000,1807000,8267000,2416000,994000
2700388,ROUND LAKE-BREWSTER PUBLIC SCHOOLS,408,84,0.20600000000000002,MN,0.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,41.0,36.0,77.0,32.0,33.0,65.0,0.0,0.0,0.0,12.0,23.0,35.0,3.0,2.0,5.0,0.0,0.0,0.0,2.0,7.0,9.0,6.0,4.0,10.0,0.09740259740259741,1202000,4660000,1298000,6459000,1960000,551000
2700466,Rock Ridge Public Schools,2301,616,0.268,MN,17.0,17.0,34.0,0.0,2.0,2.0,9.0,8.0,17.0,22.0,13.0,35.0,204.0,180.0,384.0,11.0,16.0,27.0,5.0,8.0,13.0,1.0,0.0,1.0,35.0,40.0,75.0,0.0,0.0,0.0,60.0,94.0,154.0,245.0,216.0,461.0,0.1339820359281437,5750000,31872000,15696000,119036000,14209000,6796000
2700480,Ada-Borup-West Public Schools,632,104,0.165,MN,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,39.0,39.0,78.0,12.0,14.0,26.0,0.0,0.0,0.0,2.0,4.0,6.0,4.0,1.0,5.0,0.0,0.0,0.0,9.0,20.0,29.0,36.0,34.0,70.0,0.11061946902654868,1447000,8440000,2411000,12720000,4070000,1813000
2709480,GREENWAY PUBLIC SCHOOL DISTRICT,978,173,0.177,MN,8.0,3.0,11.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,4.0,63.0,63.0,126.0,4.0,3.0,7.0,6.0,8.0,14.0,0.0,0.0,0.0,11.0,9.0,20.0,0.0,0.0,0.0,14.0,37.0,51.0,59.0,74.0,133.0,0.11061946902654868,2358000,12693000,5541000,18900000,6910000,3297000
2712480,FULDA PUBLIC SCHOOL DISTRICT,377,73,0.19399999999999998,MN,3.0,0.0,3.0,1.0,3.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,25.0,28.0,53.0,7.0,10.0,17.0,1.0,0.0,1.0,4.0,5.0,9.0,2.0,2.0,4.0,1.0,0.0,1.0,6.0,17.0,23.0,19.0,24.0,43.0,0.11061946902654868,790000,4411000,1599000,6500000,2520000,870000
2721480,MORA PUBLIC SCHOOL DISTRICT,1599,510,0.319,MN,10.0,7.0,17.0,4.0,5.0,9.0,1.0,2.0,3.0,8.0,0.0,8.0,126.0,131.0,257.0,11.0,20.0,31.0,21.0,11.0,32.0,4.0,5.0,9.0,11.0,10.0,21.0,0.0,0.0,0.0,44.0,92.0,136.0,210.0,219.0,429.0,0.11061946902654868,2435000,17976000,6822000,51356000,9321000,3686000
